event_date,event_time,event_timestamp,space_id,occupancy,arrival_date,arrival_time
2025-03-08,2025-03-08 21:57:33.000000,1741471053000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-08,2025-03-08 22:14:02.768000
2025-03-08,2025-03-08 21:57:46.000000,1741471066000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-08,2025-03-08 22:14:02.986000
2025-03-08,2025-03-08 21:57:32.000000,1741471052000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-08,2025-03-08 22:14:05.127000
2025-03-08,2025-03-08 22:57:47.000000,1741474667000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-08,2025-03-08 23:14:04.715000
2025-03-08,2025-03-08 22:57:32.000000,1741474652000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-08,2025-03-08 23:14:06.215000
2025-03-08,2025-03-08 22:57:33.000000,1741474653000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-08,2025-03-08 23:14:10.794000
2025-03-08,2025-03-08 23:57:33.000000,1741478253000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 00:15:05.226000
2025-03-08,2025-03-08 23:57:32.000000,1741478252000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 00:15:05.429000
2025-03-08,2025-03-08 23:57:47.000000,1741478267000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 00:15:10.382000
2025-03-09,2025-03-09 00:57:47.000000,1741481867000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 01:15:03.830000
2025-03-09,2025-03-09 00:57:32.000000,1741481852000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 01:15:04.502000
2025-03-09,2025-03-09 00:57:33.000000,1741481853000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 01:15:04.549000
2025-03-09,2025-03-09 01:57:33.000000,1741485453000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 02:16:02.762000
2025-03-09,2025-03-09 01:57:47.000000,1741485467000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 02:16:07.637000
2025-03-09,2025-03-09 01:57:33.000000,1741485453000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 02:16:08.247000
2025-03-09,2025-03-09 02:57:47.000000,1741489067000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 03:17:04.882000
2025-03-09,2025-03-09 02:57:33.000000,1741489053000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 03:17:09.742000
2025-03-09,2025-03-09 02:57:33.000000,1741489053000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 03:17:10.726000
2025-03-09,2025-03-09 03:57:47.000000,1741492667000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 04:18:03.549000
2025-03-09,2025-03-09 03:57:33.000000,1741492653000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 04:18:04.627000
2025-03-09,2025-03-09 03:57:33.000000,1741492653000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 04:18:06.361000
2025-03-09,2025-03-09 04:57:33.000000,1741496253000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 05:19:03.372000
2025-03-09,2025-03-09 04:57:33.000000,1741496253000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 05:19:06.716000
2025-03-09,2025-03-09 04:57:47.000000,1741496267000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 05:19:06.731000
2025-03-09,2025-03-09 05:57:47.000000,1741499867000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 06:19:06.742000
2025-03-09,2025-03-09 05:57:33.000000,1741499853000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 06:19:06.820000
2025-03-09,2025-03-09 05:57:33.000000,1741499853000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 06:19:09.476000
2025-03-09,2025-03-09 06:57:33.000000,1741503453000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 07:20:02.565000
2025-03-09,2025-03-09 06:57:33.000000,1741503453000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 07:20:03.440000
2025-03-09,2025-03-09 06:57:47.000000,1741503467000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 07:20:06.940000
2025-03-09,2025-03-09 07:57:33.000000,1741507053000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 08:20:03.262000
2025-03-09,2025-03-09 07:57:33.000000,1741507053000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 08:20:03.309000
2025-03-09,2025-03-09 07:57:47.000000,1741507067000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 08:20:03.419000
2025-03-09,2025-03-09 08:57:33.000000,1741510653000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 09:21:01.164000
2025-03-09,2025-03-09 08:57:47.000000,1741510667000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 09:21:03.554000
2025-03-09,2025-03-09 08:57:34.000000,1741510654000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 09:21:05.086000
2025-03-09,2025-03-09 09:57:34.000000,1741514254000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 10:21:01.877000
2025-03-09,2025-03-09 09:57:33.000000,1741514253000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 10:21:02.783000
2025-03-09,2025-03-09 09:57:47.000000,1741514267000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 10:21:04.158000
2025-03-09,2025-03-09 10:57:33.000000,1741517853000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 11:22:02.028000
2025-03-09,2025-03-09 10:57:47.000000,1741517867000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 11:22:02.513000
2025-03-09,2025-03-09 10:57:34.000000,1741517854000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 11:22:05.575000
2025-03-09,2025-03-09 11:57:34.000000,1741521454000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 12:23:03.445000
2025-03-09,2025-03-09 11:57:47.000000,1741521467000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 12:23:04.695000
2025-03-09,2025-03-09 11:57:33.000000,1741521453000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 12:23:05.586000
2025-03-09,2025-03-09 12:57:34.000000,1741525054000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 13:23:03.877000
2025-03-09,2025-03-09 12:57:47.000000,1741525067000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 13:23:07.018000
2025-03-09,2025-03-09 12:57:33.000000,1741525053000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 13:23:07.127000
2025-03-09,2025-03-09 13:57:34.000000,1741528654000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 14:23:04.638000
2025-03-09,2025-03-09 13:57:33.000000,1741528653000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 14:23:05.794000
2025-03-09,2025-03-09 13:57:47.000000,1741528667000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 14:23:06.841000
2025-03-09,2025-03-09 14:57:33.000000,1741532253000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 15:24:02.757000
2025-03-09,2025-03-09 14:57:48.000000,1741532268000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 15:24:05.757000
2025-03-09,2025-03-09 14:57:34.000000,1741532254000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 15:24:05.757000
2025-03-09,2025-03-09 15:57:48.000000,1741535868000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 16:24:07.690000
2025-03-09,2025-03-09 15:57:34.000000,1741535854000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 16:24:11.346000
2025-03-09,2025-03-09 15:57:33.000000,1741535853000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 16:24:11.377000
2025-03-09,2025-03-09 16:57:33.000000,1741539453000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 17:25:06.731000
2025-03-09,2025-03-09 16:57:48.000000,1741539468000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 17:25:07.247000
2025-03-09,2025-03-09 16:57:34.000000,1741539454000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 17:25:08.575000
2025-03-09,2025-03-09 17:57:48.000000,1741543068000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 18:25:06.585000
2025-03-09,2025-03-09 17:57:34.000000,1741543054000,ce199e21-ccf2-404a-95b4-1b5efc27536d,unoccupied,2025-03-09,2025-03-09 18:25:06.789000
2025-03-09,2025-03-09 17:57:34.000000,1741543054000,a585c2f6-ddc8-4e9b-acbf-16bebc3c75ef,unoccupied,2025-03-09,2025-03-09 18:25:07.585000
2025-03-09,2025-03-09 18:57:48.000000,1741546668000,8b8cc89f-8c3f-4974-b9e4-776f114971b8,unoccupied,2025-03-09,2025-03-09 19:26:06.127000
